Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Cardiology,Department_Maternity,Department_Neurology,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Admin,JobRole_Administrative,JobRole_Nurse,JobRole_Other,JobRole_Therapist,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,Attrition
-0.7691512995016088,0.06360647732934083,-1.0139085693893206,-1.8654590313942028,0.0,0.24749381741427862,0.8266904411127151,1.1127993626853256,-0.9947785807318436,0.8415666940832356,0.23864894914649734,0.42711338709621605,0.9317972963046964,-0.6815680947397696,0.6222246869713582,1.847444373743818,2.3462426065801547,0.2580417256775899,0.0,-0.94445154922643,0.0951382580781507,-0.6148622069872274,0.33852091908431364,0.664137988970149,1.034532102289404,0.8679971996344217,1.0885834536299386,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
-1.878106261124328,0.16947931963666676,-0.40355929581264066,0.08591887810480711,0.0,1.1661689291459505,-1.2096426307458112,0.027033651029688955,-0.9947785807318436,-0.955563776150287,1.147142107829186,-0.7501824661175156,0.7718033052528979,-0.6815680947397696,-1.6071364909474115,0.7463321927956512,-0.42621338355865235,-0.6615750626414804,0.0,-0.94445154922643,-1.3271111578163146,1.7125823053373053,0.33852091908431364,-0.9884987895256719,-1.165464750823552,-0.36870269139176126,-1.1594640560816665,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1
-0.4364648110147929,0.683718839415107,-0.7697688599586486,-0.8897700766446978,0.0,1.1661689291459505,0.8266904411127151,-0.4171432310112534,0.38371500580452667,-0.955563776150287,-0.6698442095361913,-0.8879014655291435,1.1734694806867916,0.12953425601626178,-1.6071364909474115,-1.1806141238636407,-0.42621338355865235,0.2580417256775899,0.0,0.22304390830439672,-0.5513387491466062,0.9367674678957945,1.764992716483623,-0.4927077559769257,-0.34046593090619354,-0.6778776641483071,-0.3164462399398146,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
-0.7691512995016088,-1.3001365628674053,-0.8918387146739847,0.08591887810480711,0.0,0.24749381741427862,0.8266904411127151,1.6556822185131441,-0.9947785807318436,-0.05699854103352572,1.147142107829186,-0.4900230003568748,0.21798872852105897,-0.6815680947397696,0.6222246869713582,1.0216102380326928,-0.42621338355865235,-1.5811918509605507,0.0,2.5580348233660506,-0.03415714336680069,0.1609526304542835,0.33852091908431364,0.664137988970149,1.584531315567643,2.41387206341715,1.0885834536299386,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
-0.4364648110147929,-0.5464227569176324,0.08472012304870333,-1.8654590313942028,0.0,-1.5898564060490652,0.8266904411127151,-1.354849981986576,-2.373272167268214,-0.955563776150287,1.147142107829186,-0.647901175337231,-1.060422101905966,1.7517389575283244,0.6222246869713582,-0.6300580333895572,-0.42621338355865235,-1.5811918509605507,0.0,2.5580348233660506,-0.42204334770165486,-0.6148622069872274,0.33852091908431364,-0.4927077559769257,-0.34046593090619354,-0.36870269139176126,-0.3164462399398146,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.6582558033393368,-1.181659810761588,-0.03734973166663267,-0.8897700766446978,0.0,0.24749381741427862,0.8266904411127151,-0.9600260868390718,-0.9947785807318436,-0.955563776150287,-1.57833736821888,-0.8785645842131009,-0.5536810636972482,-1.0871192701177854,-1.6071364909474115,1.847444373743818,2.3462426065801547,-1.5811918509605507,0.0,-0.94445154922643,-0.9392249534814604,-2.1664918818702494,0.33852091908431364,-0.6579714338265078,-0.6154655375453131,-0.36870269139176126,-0.5974521786537652,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1
-0.1037783225279771,-0.5993591780712955,1.0612789607713913,1.061607832854312,0.0,0.24749381741427862,0.8266904411127151,0.7673284544312595,1.762208592340897,-0.955563776150287,1.147142107829186,-0.5884846578715056,-1.002000478203164,0.5350854313942776,0.6222246869713582,0.7463321927956512,-0.42621338355865235,1.1776585139966602,0.0,1.3905393658352234,-0.9392249534814604,-0.6148622069872274,0.33852091908431364,-0.9884987895256719,-1.165464750823552,-0.6778776641483071,-1.1594640560816665,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
0.6724901506079265,1.6869900593750053,-0.15941958638196868,1.061607832854312,0.0,0.24749381741427862,-1.2096426307458112,0.42185754617719323,0.38371500580452667,-0.05699854103352572,0.23864894914649734,-0.41150831656288045,-1.6877890825801816,0.5350854313942776,-1.6071364909474115,-0.35477998815251555,-0.42621338355865235,1.1776585139966602,0.0,-0.94445154922643,-0.42204334770165486,0.1609526304542835,0.33852091908431364,-0.3274440781273436,-0.6154655375453131,-0.6778776641483071,-0.5974521786537652,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
2.0032361045551896,-1.5496939768775306,2.0378377984940794,1.061607832854312,0.0,0.24749381741427862,0.8266904411127151,0.27379858549687913,1.762208592340897,2.638697164316758,-0.6698442095361913,2.7957104154977435,1.6163250023284164,0.5350854313942776,-1.6071364909474115,0.7463321927956512,-0.42621338355865235,-1.5811918509605507,0.0,0.22304390830439672,3.0689324913120326,-2.1664918818702494,0.33852091908431364,0.4988743111205669,1.3095317089285234,-0.36870269139176126,-0.03544030122586395,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
2.1141316007174615,-1.5068406835626607,-0.15941958638196868,1.061607832854312,0.0,1.1661689291459505,0.8266904411127151,1.6556822185131441,0.38371500580452667,2.638697164316758,-0.6698442095361913,2.8128987651931854,-1.4363099110057695,1.346187782150309,0.6222246869713582,-0.35477998815251555,-0.42621338355865235,-1.5811918509605507,0.0,-0.94445154922643,3.198227892756984,0.9367674678957945,0.33852091908431364,0.003083277571820616,-0.34046593090619354,1.4863471451475132,0.8075775149159878,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
